filename	decision	color_mad	color_p95_diff	width	height
000218.png	reject	10.7312	24.3333	512	256
000226.png	reject	6.4945	26.3333	512	256
000229.png	reject	13.6951	29.6667	512	256
000233.png	reject	16.8672	41.0000	512	256
000234.png	reject	15.1919	36.3333	512	256
000245.png	reject	16.4291	38.0000	512	256
000248.png	reject	13.0271	27.3333	512	256
000249.png	reject	14.0634	26.0000	512	256
000250.png	reject	13.9380	38.3333	512	256
000253.png	reject	13.9254	35.4167	512	256
000260.png	reject	13.9434	27.3333	512	256
000263.png	reject	10.5948	17.3333	512	256
000265.png	reject	13.7767	23.6667	512	256
000266.png	reject	12.9766	30.0000	512	256
000269.png	reject	20.8712	43.0000	512	256
000270.png	reject	15.8376	55.3333	512	256
000281.png	reject	15.1186	37.3333	512	256
000282.png	reject	9.1533	23.3333	512	256
000285.png	reject	24.2207	42.3333	512	256
000286.png	reject	15.3950	26.6667	512	256
000295.png	reject	9.7973	23.0000	512	256
000298.png	reject	10.9794	29.3333	512	256
000301.png	reject	11.0334	33.0000	512	256
000302.png	reject	10.4088	28.3333	512	256
000315.png	reject	19.5979	42.3333	512	256
000322.png	reject	13.5387	27.3333	512	256
000325.png	reject	10.0209	27.3333	512	256
000329.png	reject	14.3472	27.3333	512	256
000345.png	reject	18.0599	44.3333	512	256
000346.png	reject	28.7762	52.6667	512	256
000349.png	reject	10.8684	19.3333	512	256
000361.png	reject	11.8391	26.0000	512	256
000362.png	reject	13.3570	28.6667	512	256
000366.png	reject	13.1329	28.0000	512	256
000377.png	reject	13.2600	33.6667	512	256
000378.png	reject	21.0862	48.0000	512	256
000383.png	reject	12.3499	20.6667	512	256
000389.png	reject	12.7040	40.3333	512	256
000393.png	reject	9.7684	26.0000	512	256
000394.png	reject	17.6788	57.0000	512	256
000409.png	reject	10.5544	34.6667	512	256
000410.png	reject	25.7101	46.3333	512	256
000412.png	reject	12.5417	23.3333	512	256
000426.png	reject	22.0170	42.3333	512	256
000429.png	reject	13.1554	25.3333	512	256
000430.png	reject	14.0315	38.6667	512	256
000434.png	reject	11.4442	27.3333	512	256
000445.png	reject	12.6923	21.6667	512	256
000446.png	reject	13.5640	26.0000	512	256
000453.png	reject	10.1257	26.6667	512	256
000457.png	reject	21.1322	41.3333	512	256
000458.png	reject	12.6706	39.6667	512	256
000461.png	reject	16.9959	38.0000	512	256
000462.png	reject	12.4210	23.6667	512	256
000471.png	reject	14.2576	24.6667	512	256
000473.png	reject	15.9381	34.3333	512	256
000474.png	reject	14.2120	41.6667	512	256
000476.png	reject	10.5866	22.0000	512	256
000477.png	reject	10.6064	24.3333	512	256
000485.png	reject	15.4184	31.0000	512	256
000490.png	reject	17.0900	35.0000	512	256
000492.png	reject	8.0134	23.3333	512	256
000493.png	reject	12.3439	23.6667	512	256
000500.png	reject	10.8791	32.0000	512	256
000503.png	reject	10.8914	20.0000	512	256
000504.png	reject	9.2262	29.0000	512	256
000505.png	reject	9.3873	23.0000	512	256
000506.png	reject	10.2338	28.3333	512	256
000521.png	reject	22.6406	48.6667	512	256
000522.png	reject	11.0061	29.3333	512	256
000538.png	reject	10.3184	23.0000	512	256
000541.png	reject	16.0916	25.0000	512	256
000552.png	reject	11.8655	21.6667	512	256
000553.png	reject	15.8654	43.3333	512	256
000554.png	reject	24.5580	53.0000	512	256
000557.png	reject	14.2177	28.6667	512	256
000570.png	reject	12.9590	48.0000	512	256
000586.png	reject	8.0686	23.3333	512	256
000588.png	reject	10.6128	15.3333	512	256
000589.png	reject	21.9324	67.6667	512	256
000596.png	reject	11.6245	19.6667	512	256
000598.png	reject	11.8424	22.0000	512	256
000602.png	reject	12.2526	33.6667	512	256
000618.png	reject	16.7152	33.0000	512	256
000622.png	reject	13.9965	27.3333	512	256
000634.png	reject	18.2611	38.3333	512	256
000650.png	reject	22.8403	56.3333	512	256
000654.png	reject	9.0845	26.3333	512	256
000662.png	reject	11.1307	32.0000	512	256
000666.png	reject	14.0229	39.6667	512	256
000676.png	reject	13.0813	16.6667	512	256
000679.png	reject	10.0024	17.0000	512	256
000682.png	reject	23.5731	46.6667	512	256
000690.png	reject	10.1132	18.6667	512	256
000692.png	reject	7.5404	23.6667	512	256
000694.png	reject	16.8945	33.6667	512	256
000696.png	reject	28.6348	61.0000	512	256
000702.png	reject	15.4423	41.3333	512	256
000707.png	reject	8.9680	24.0000	512	256
000714.png	reject	15.0848	35.3333	512	256
000733.png	reject	15.5816	32.0000	512	256
000734.png	reject	11.6475	26.6667	512	256
000741.png	reject	11.3913	20.6667	512	256
000746.png	reject	12.7632	20.6667	512	256
000750.png	reject	10.3836	29.3333	512	256
000758.png	reject	17.5173	29.6667	512	256
000762.png	reject	14.4247	35.3333	512	256
000765.png	reject	13.4677	43.6667	512	256
000774.png	reject	5.4339	22.6667	512	256
000778.png	reject	9.9389	29.3333	512	256
000790.png	reject	11.3157	19.6667	512	256
000794.png	reject	11.1783	26.0000	512	256
000803.png	reject	11.3321	30.0000	512	256
000813.png	reject	19.2133	36.0000	512	256
000829.png	reject	10.4494	25.3333	512	256
000838.png	reject	7.6109	23.3333	512	256
000840.png	reject	11.4653	16.6667	512	256
000842.png	reject	10.9036	23.3333	512	256
000845.png	reject	10.2874	29.6667	512	256
000846.png	reject	13.3920	22.6667	512	256
000853.png	reject	12.9199	25.3333	512	256
000858.png	reject	9.7346	24.0000	512	256
000861.png	reject	14.7198	29.0000	512	256
000869.png	reject	25.6063	51.3333	512	256
000873.png	reject	16.5471	34.6667	512	256
000877.png	reject	25.0480	47.6667	512	256
000887.png	reject	11.1250	17.3333	512	256
000896.png	reject	5.8612	36.3333	512	256
000900.png	reject	12.9744	32.6667	512	256
000904.png	reject	12.2440	23.3333	512	256
000906.png	reject	9.3624	28.4167	512	256
000910.png	reject	16.5730	33.3333	512	256
000913.png	reject	17.0936	43.6667	512	256
000921.png	reject	15.4172	21.0000	512	256
000922.png	reject	11.6800	29.3333	512	256
000923.png	reject	12.8662	28.6667	512	256
000925.png	reject	9.5637	38.6667	512	256
000926.png	reject	9.2028	27.3333	512	256
000932.png	reject	14.3919	24.6667	512	256
000933.png	reject	11.0857	28.0000	512	256
000939.png	reject	14.2551	36.0000	512	256
000945.png	reject	10.5525	15.3333	512	256
000948.png	reject	10.4162	31.0000	512	256
000949.png	reject	11.8493	43.0000	512	256
000954.png	reject	8.5922	25.6667	512	256
000956.png	reject	18.4612	53.6667	512	256
000957.png	reject	14.2458	31.0000	512	256
000970.png	reject	7.3161	24.6667	512	256
000972.png	reject	10.6114	20.3333	512	256
000973.png	reject	13.5844	44.6667	512	256
000974.png	reject	12.0901	45.6667	512	256
000998.png	reject	8.1715	22.3333	512	256
001007.png	reject	10.5893	25.0000	512	256
001013.png	reject	23.6715	46.6667	512	256
001014.png	reject	12.0665	30.0000	512	256
001017.png	reject	12.0720	23.0000	512	256
001019.png	reject	9.5662	31.0000	512	256
001028.png	reject	11.0974	17.6667	512	256
001030.png	reject	9.8850	29.6667	512	256
001035.png	reject	11.6093	34.6667	512	256
001036.png	reject	24.5924	57.0000	512	256
001037.png	reject	14.5391	35.6667	512	256
001045.png	reject	17.0695	40.0000	512	256
001049.png	reject	22.0069	35.3333	512	256
001053.png	reject	11.8031	24.6667	512	256
001059.png	reject	11.8111	20.3333	512	256
001061.png	reject	12.6157	29.0000	512	256
001066.png	reject	13.4634	21.3333	512	256
001068.png	reject	9.5283	22.3333	512	256
001070.png	reject	12.5600	31.0000	512	256
001079.png	reject	10.1171	20.6667	512	256
001080.png	reject	12.0254	34.0000	512	256
001084.png	reject	9.8250	24.6667	512	256
001085.png	reject	11.4867	29.0000	512	256
001095.png	reject	8.2632	23.0000	512	256
001101.png	reject	11.0892	25.6667	512	256
001110.png	reject	16.7046	31.6667	512	256
001111.png	reject	14.5402	32.6667	512	256
001116.png	reject	10.7341	24.6667	512	256
001117.png	reject	12.0912	33.0000	512	256
001125.png	reject	19.3356	43.6667	512	256
001127.png	reject	8.1752	22.6667	512	256
001132.png	reject	21.2959	50.6667	512	256
001134.png	reject	11.7143	36.0000	512	256
001143.png	reject	10.7304	27.3333	512	256
001148.png	reject	20.3536	39.3333	512	256
001149.png	reject	15.5670	33.6667	512	256
001150.png	reject	7.4036	25.0000	512	256
001165.png	reject	13.7104	30.0000	512	256
001171.png	reject	16.9705	35.6667	512	256
001173.png	reject	14.3909	46.3333	512	256
001175.png	reject	13.4743	30.6667	512	256
001178.png	reject	13.8587	22.3333	512	256
001180.png	reject	15.6313	32.0000	512	256
001181.png	reject	20.0511	35.0000	512	256
001182.png	reject	10.2691	23.3333	512	256
001190.png	reject	10.4442	25.6667	512	256
001191.png	reject	13.0938	24.3333	512	256
001197.png	reject	12.5097	30.3333	512	256
001203.png	reject	11.8151	19.6667	512	256
001209.png	reject	25.1649	110.3333	512	256
001212.png	reject	8.7039	27.3333	512	256
001213.png	reject	12.1461	23.6667	512	256
001214.png	reject	9.4933	26.0000	512	256
001217.png	reject	28.4984	45.6667	512	256
001223.png	reject	8.0587	25.0000	512	256
001228.png	reject	18.0486	42.3333	512	256
001229.png	reject	11.9209	25.0000	512	256
001244.png	reject	9.5305	25.3333	512	256
001261.png	reject	8.9760	23.0000	512	256
001265.png	reject	10.9185	27.0000	512	256
001269.png	reject	14.9771	22.0000	512	256
001276.png	reject	22.5919	45.3333	512	256
001284.png	reject	9.0898	25.3333	512	256
001286.png	reject	19.0607	58.0000	512	256
001290.png	reject	9.2324	24.6667	512	256
001291.png	reject	15.5873	20.6667	512	256
001316.png	reject	8.7907	24.3333	512	256
001318.png	reject	12.2920	24.6667	512	256
001320.png	reject	16.8922	32.3333	512	256
001322.png	reject	11.7528	21.0000	512	256
001329.png	reject	10.0152	21.6667	512	256
001333.png	reject	11.0685	19.0000	512	256
001340.png	reject	13.9827	26.6667	512	256
001341.png	reject	10.1681	23.6667	512	256
001349.png	reject	10.7279	18.6667	512	256
001355.png	reject	36.1068	86.0000	512	256
001357.png	reject	12.3314	38.3333	512	256
001366.png	reject	45.9075	86.0000	512	256
001367.png	reject	14.2040	30.3333	512	256
001371.png	reject	12.3753	23.3333	512	256
001372.png	reject	17.3230	35.3333	512	256
001373.png	reject	18.6334	42.6667	512	256
001381.png	reject	10.0160	23.3333	512	256
001385.png	reject	10.9910	25.0000	512	256
001388.png	reject	18.8707	41.0000	512	256
001389.png	reject	12.0051	40.0000	512	256
001398.png	reject	12.1295	26.0000	512	256
001400.png	reject	17.3428	54.0000	512	256
001401.png	reject	10.7168	22.3333	512	256
001404.png	reject	23.7161	47.6667	512	256
001405.png	reject	17.4735	55.6667	512	256
001409.png	reject	12.3218	26.0000	512	256
001415.png	reject	10.8320	21.3333	512	256
001418.png	reject	35.9206	116.3333	512	256
001419.png	reject	10.9634	19.3333	512	256
001421.png	reject	21.4864	45.3333	512	256
001437.png	reject	37.8983	79.6667	512	256
001445.png	reject	14.5423	29.0000	512	256
001447.png	reject	8.1694	22.3333	512	256
001451.png	reject	11.1975	18.3333	512	256
001452.png	reject	11.2934	29.6667	512	256
001453.png	reject	11.3165	22.0000	512	256
001457.png	reject	11.0292	20.6667	512	256
001458.png	reject	16.2092	29.3333	512	256
001459.png	reject	10.5064	25.3333	512	256
001468.png	reject	10.7753	26.0000	512	256
001469.png	reject	10.4984	31.6667	512	256
001473.png	reject	14.8003	30.0000	512	256
001477.png	reject	10.8087	19.0000	512	256
001478.png	reject	12.3579	19.3333	512	256
001485.png	reject	10.1223	28.0000	512	256
001486.png	reject	13.6508	22.6667	512	256
001489.png	reject	11.9828	25.6667	512	256
001492.png	reject	12.4032	37.0000	512	256
001494.png	reject	14.6546	33.3333	512	256
001496.png	reject	12.4683	20.6667	512	256
001500.png	reject	12.2315	29.3333	512	256
001501.png	reject	12.6840	43.3333	512	256
001511.png	reject	9.2065	23.6667	512	256
001512.png	reject	30.7287	67.0000	512	256
001517.png	reject	12.7785	27.3333	512	256
001521.png	reject	22.3111	52.6667	512	256
001525.png	reject	14.3497	28.6667	512	256
001526.png	reject	12.4364	27.3333	512	256
001528.png	reject	22.4870	43.0000	512	256
001532.png	reject	10.3106	26.0000	512	256
001533.png	reject	13.9423	35.3333	512	256
001543.png	reject	10.6671	25.3333	512	256
001553.png	reject	36.8169	66.3333	512	256
001562.png	reject	12.3180	32.0000	512	256
001564.png	reject	9.2341	24.0000	512	256
001571.png	reject	10.1378	18.0000	512	256
001574.png	reject	26.5683	75.0000	512	256
001578.png	reject	10.2223	28.6667	512	256
001580.png	reject	11.4077	27.3333	512	256
001581.png	reject	12.8960	24.0000	512	256
001585.png	reject	10.4433	17.0000	512	256
001590.png	reject	14.3494	22.0000	512	256
001593.png	reject	12.8216	21.0000	512	256
001594.png	reject	31.8290	58.6667	512	256
001595.png	reject	10.2354	19.3333	512	256
001596.png	reject	22.1232	66.0000	512	256
001597.png	reject	11.0029	18.6667	512	256
001602.png	reject	8.5486	24.6667	512	256
001605.png	reject	13.8402	19.6667	512	256
001606.png	reject	13.3745	27.3333	512	256
001610.png	reject	26.8254	54.6667	512	256
001612.png	reject	9.2915	28.0000	512	256
001613.png	reject	20.6119	49.0000	512	256
001621.png	reject	12.1381	25.6667	512	256
001622.png	reject	17.9921	36.3333	512	256
001624.png	reject	8.1784	28.0000	512	256
001626.png	reject	48.5143	87.3333	512	256
001628.png	reject	20.1923	74.6667	512	256
001629.png	reject	10.3575	21.3333	512	256
001636.png	reject	7.7491	26.3333	512	256
001637.png	reject	11.0893	18.6667	512	256
001641.png	reject	14.4720	27.0000	512	256
001644.png	reject	20.6231	36.6667	512	256
001645.png	reject	16.2379	28.6667	512	256
001653.png	reject	12.8103	24.3333	512	256
001654.png	reject	10.5742	43.3333	512	256
001655.png	reject	10.6571	27.0000	512	256
001660.png	reject	11.2501	22.6667	512	256
001661.png	reject	14.3194	21.0000	512	256
001662.png	reject	16.1786	26.0000	512	256
001666.png	reject	8.0353	25.0000	512	256
001667.png	reject	17.7385	42.6667	512	256
001669.png	reject	11.2048	18.6667	512	256
001670.png	reject	12.1420	20.0000	512	256
001671.png	reject	12.2461	33.0000	512	256
001675.png	reject	14.5293	47.0000	512	256
001683.png	reject	16.9328	35.3333	512	256
001686.png	reject	52.7391	105.6667	512	256
001692.png	reject	15.1810	31.3333	512	256
001693.png	reject	11.3364	25.6667	512	256
001700.png	reject	11.7627	25.6667	512	256
001702.png	reject	32.8081	98.3333	512	256
001708.png	reject	23.7275	43.0000	512	256
001709.png	reject	20.6975	28.6667	512	256
001710.png	reject	20.5447	36.7500	512	256
001713.png	reject	9.1466	24.3333	512	256
001714.png	reject	11.2554	22.3333	512	256
001716.png	reject	10.8456	22.3333	512	256
001720.png	reject	10.6318	20.0000	512	256
001721.png	reject	14.1804	21.3333	512	256
001723.png	reject	10.8474	20.3333	512	256
001724.png	reject	11.3017	21.3333	512	256
001725.png	reject	12.8521	19.3333	512	256
001726.png	reject	19.9016	47.3333	512	256
001732.png	reject	10.3195	21.0000	512	256
001733.png	reject	11.6570	22.0000	512	256
001734.png	reject	11.1315	24.0000	512	256
001740.png	reject	14.7970	32.3333	512	256
001750.png	reject	15.5575	26.3333	512	256
001753.png	reject	10.9668	20.6667	512	256
001755.png	reject	10.1939	16.6667	512	256
001759.png	reject	11.5722	44.6667	512	256
001763.png	reject	13.9902	38.0000	512	256
001765.png	reject	14.5256	22.3333	512	256
001772.png	reject	19.3198	31.3333	512	256
001780.png	reject	10.4154	42.3333	512	256
001781.png	reject	10.0399	21.6667	512	256
001784.png	reject	11.2313	21.6667	512	256
001788.png	reject	15.4510	31.3333	512	256
001793.png	reject	7.3793	39.0000	512	256
001794.png	reject	13.0889	30.6667	512	256
001796.png	reject	10.8904	37.3333	512	256
001803.png	reject	10.4407	15.0000	512	256
001809.png	reject	12.1104	23.3333	512	256
001813.png	reject	11.4275	32.6667	512	256
001826.png	reject	10.6323	26.6667	512	256
001829.png	reject	18.1750	53.6667	512	256
001832.png	reject	13.0315	33.6667	512	256
001837.png	reject	10.1417	27.0000	512	256
001838.png	reject	49.8680	90.6667	512	256
001840.png	reject	6.3255	27.3333	512	256
001841.png	reject	33.7233	87.3333	512	256
001845.png	reject	12.9893	32.6667	512	256
001846.png	reject	17.0114	31.3333	512	256
001848.png	reject	7.8056	22.3333	512	256
001851.png	reject	19.7461	57.3333	512	256
001853.png	reject	9.7459	25.3333	512	256
001854.png	reject	10.3730	22.0000	512	256
001857.png	reject	60.0411	124.0000	512	256
001862.png	reject	8.3284	23.0000	512	256
001867.png	reject	26.7901	54.3333	512	256
001873.png	reject	47.5727	106.6667	512	256
001880.png	reject	9.7942	27.0000	512	256
001883.png	reject	11.1009	20.3333	512	256
001885.png	reject	11.7678	28.0000	512	256
001886.png	reject	11.3432	20.6667	512	256
001889.png	reject	36.9795	107.0000	512	256
001894.png	reject	11.2930	16.3333	512	256
001896.png	reject	9.4959	28.0000	512	256
001905.png	reject	33.8947	71.0000	512	256
001909.png	reject	19.1974	54.3333	512	256
001912.png	reject	10.6026	26.3333	512	256
001916.png	reject	16.8589	30.0000	512	256
001918.png	reject	21.2515	42.3333	512	256
001921.png	reject	31.2283	66.6667	512	256
001924.png	reject	6.3921	24.3333	512	256
001929.png	reject	9.7502	24.0000	512	256
001932.png	reject	10.1129	16.6667	512	256
001934.png	reject	10.4555	22.3333	512	256
001938.png	reject	12.9823	35.6667	512	256
001947.png	reject	15.8445	26.0000	512	256
001948.png	reject	13.9755	37.0000	512	256
001955.png	reject	14.3488	27.0000	512	256
001957.png	reject	13.8085	22.6667	512	256
001958.png	reject	18.7363	30.3333	512	256
001961.png	reject	16.4746	34.6667	512	256
001963.png	reject	11.3693	21.0000	512	256
001964.png	reject	16.2791	34.3333	512	256
001974.png	reject	18.6132	86.0000	512	256
001980.png	reject	16.1156	48.3333	512	256
001988.png	reject	12.8563	37.6667	512	256
001990.png	reject	12.3381	25.6667	512	256
001997.png	reject	11.6939	23.3333	512	256
002000.png	reject	8.5108	24.6667	512	256
002001.png	reject	20.4736	40.0000	512	256
002004.png	reject	8.3381	25.3333	512	256
002005.png	reject	11.9806	21.6667	512	256
002008.png	reject	15.7475	32.6667	512	256
002011.png	reject	7.7957	31.0833	512	256
002017.png	reject	18.5633	42.6667	512	256
002022.png	reject	14.7175	21.3333	512	256
002023.png	reject	63.3179	112.0000	512	256
002025.png	reject	9.4082	35.3333	512	256
002028.png	reject	13.1868	28.3333	512	256
002033.png	reject	30.8664	59.3333	512	256
002034.png	reject	12.2105	23.3333	512	256
002039.png	reject	62.7312	107.0000	512	256
002053.png	reject	26.5082	54.6667	512	256
002054.png	reject	23.0486	99.3333	512	256
002055.png	reject	36.8837	95.0000	512	256
002056.png	reject	13.5896	28.6667	512	256
002059.png	reject	8.0477	31.3333	512	256
002060.png	reject	12.1808	24.0000	512	256
002068.png	reject	16.8230	38.6667	512	256
002070.png	reject	25.2778	64.6667	512	256
002073.png	reject	15.7301	32.3333	512	256
002074.png	reject	8.0274	31.3333	512	256
002084.png	reject	10.8486	40.0000	512	256
002086.png	reject	10.0559	20.3333	512	256
002088.png	reject	9.7257	30.3333	512	256
002100.png	reject	18.7105	31.0000	512	256
002102.png	reject	15.4792	24.0000	512	256
002105.png	reject	14.7107	26.0000	512	256
002107.png	reject	7.6090	24.6667	512	256
002108.png	reject	10.2662	22.3333	512	256
002113.png	reject	12.0014	39.3333	512	256
002117.png	reject	12.7948	27.0000	512	256
002120.png	reject	46.1972	88.3333	512	256
002133.png	reject	37.8240	55.6667	512	256
002135.png	reject	11.8426	22.6667	512	256
002136.png	reject	17.0197	39.3333	512	256
002140.png	reject	15.1825	29.0000	512	256
002147.png	reject	15.5165	38.3333	512	256
002148.png	reject	9.0973	26.3333	512	256
002149.png	reject	27.7118	63.3333	512	256
002152.png	reject	16.5332	34.0000	512	256
002154.png	reject	10.8572	24.0000	512	256
002156.png	reject	13.0730	27.6667	512	256
002158.png	reject	13.1047	19.6667	512	256
002165.png	reject	37.3151	60.6667	512	256
002177.png	reject	7.7410	30.0000	512	256
002181.png	reject	13.8252	31.0000	512	256
002183.png	reject	12.3806	18.3333	512	256
002188.png	reject	11.8361	24.6667	512	256
002194.png	reject	10.6831	31.6667	512	256
002204.png	reject	13.4923	29.0000	512	256
002211.png	reject	10.5974	21.0000	512	256
002215.png	reject	9.7835	32.6667	512	256
002225.png	reject	7.0434	32.0000	512	256
002228.png	reject	12.3629	28.0000	512	256
002229.png	reject	10.5888	23.3333	512	256
002233.png	reject	10.0003	19.6667	512	256
002242.png	reject	13.1158	26.6667	512	256
002245.png	reject	15.4268	32.3333	512	256
002249.png	reject	10.8619	21.0000	512	256
002252.png	reject	16.9076	28.3333	512	256
002260.png	reject	11.9326	18.6667	512	256
002265.png	reject	11.6879	19.0000	512	256
002267.png	reject	10.6199	30.6667	512	256
002268.png	reject	17.6078	31.6667	512	256
002275.png	reject	9.5426	23.0000	512	256
002276.png	reject	10.2662	22.6667	512	256
002279.png	reject	14.9849	53.0000	512	256
002281.png	reject	12.0782	25.6667	512	256
002292.png	reject	10.4677	17.6667	512	256
002293.png	reject	11.8756	17.6667	512	256
002295.png	reject	17.5698	52.6667	512	256
002309.png	reject	12.2029	27.3333	512	256
002313.png	reject	11.2465	23.6667	512	256
002324.png	reject	14.6820	26.3333	512	256
002327.png	reject	11.3424	23.0000	512	256
002340.png	reject	15.2185	31.3333	512	256
002345.png	reject	13.2082	23.6667	512	256
002348.png	reject	17.7721	35.0000	512	256
002359.png	reject	23.7763	71.0000	512	256
002361.png	reject	11.4045	18.6667	512	256
002380.png	reject	11.2621	30.6667	512	256
002388.png	reject	11.0835	23.3333	512	256
002389.png	reject	17.0124	27.0000	512	256
002401.png	reject	11.5468	43.0000	512	256
002404.png	reject	12.5229	21.0000	512	256
002409.png	reject	41.5208	89.6667	512	256
002419.png	reject	9.1644	22.3333	512	256
002420.png	reject	9.2595	24.3333	512	256
002422.png	reject	13.0756	21.0000	512	256
002428.png	reject	17.5053	34.3333	512	256
002436.png	reject	8.0550	23.0000	512	256
002438.png	reject	17.0348	38.3333	512	256
002450.png	reject	10.8080	23.3333	512	256
002453.png	reject	10.9310	33.6667	512	256
002454.png	reject	35.8609	76.0000	512	256
002468.png	reject	13.2987	22.6667	512	256
002469.png	reject	15.0584	39.0000	512	256
002470.png	reject	16.6287	37.0000	512	256
002473.png	reject	7.9768	23.3333	512	256
002476.png	reject	29.9891	57.3333	512	256
002484.png	reject	11.3319	22.6667	512	256
002486.png	reject	36.6971	75.0000	512	256
002499.png	reject	14.9420	31.0000	512	256
002502.png	reject	13.8349	30.3333	512	256
002505.png	reject	8.6175	24.6667	512	256
002513.png	reject	10.0312	35.0000	512	256
002514.png	reject	11.1379	26.6667	512	256
002517.png	reject	27.8467	54.6667	512	256
002518.png	reject	42.5242	99.0000	512	256
002519.png	reject	27.9087	85.6667	512	256
002524.png	reject	10.9177	18.6667	512	256
002532.png	reject	13.2900	19.0000	512	256
002533.png	reject	14.2388	28.3333	512	256
002534.png	reject	7.9679	25.3333	512	256
002540.png	reject	7.2834	22.6667	512	256
002545.png	reject	14.0827	23.0000	512	256
002546.png	reject	21.1516	33.3333	512	256
002550.png	reject	12.0067	26.3333	512	256
002553.png	reject	10.0548	17.3333	512	256
002562.png	reject	14.0706	24.6667	512	256
002564.png	reject	12.3035	22.3333	512	256
002566.png	reject	15.1536	27.6667	512	256
002569.png	reject	13.3372	26.0000	512	256
002570.png	reject	10.6189	42.6667	512	256
002578.png	reject	15.1515	29.0000	512	256
002582.png	reject	12.3056	24.3333	512	256
002585.png	reject	10.8109	21.0000	512	256
002587.png	reject	10.7408	26.3333	512	256
002588.png	reject	22.4345	68.3333	512	256
002598.png	reject	17.8188	50.6667	512	256
002599.png	reject	13.4144	21.6667	512	256
002601.png	reject	13.2101	60.3333	512	256
002604.png	reject	8.3518	27.0000	512	256
002612.png	reject	13.4111	22.3333	512	256
002613.png	reject	11.6916	19.0000	512	256
002614.png	reject	12.9966	35.3333	512	256
002617.png	reject	10.4657	16.6667	512	256
002620.png	reject	10.0284	31.3333	512	256
002621.png	reject	12.7841	31.0000	512	256
002626.png	reject	11.0614	19.3333	512	256
002628.png	reject	12.3370	21.6667	512	256
002630.png	reject	21.8496	52.0000	512	256
002637.png	reject	28.2081	75.6667	512	256
002639.png	reject	10.1680	21.0000	512	256
002644.png	reject	12.8326	24.3333	512	256
002646.png	reject	19.2952	40.6667	512	256
002647.png	reject	22.1505	49.0000	512	256
002652.png	reject	17.0304	53.6667	512	256
002660.png	reject	10.8035	19.3333	512	256
002661.png	reject	10.7289	20.3333	512	256
002662.png	reject	16.6782	37.6667	512	256
002663.png	reject	11.7137	45.3333	512	256
002669.png	reject	18.2662	48.3333	512	256
002670.png	reject	22.8169	53.0000	512	256
002673.png	reject	21.6410	40.6667	512	256
002678.png	reject	26.7062	67.3333	512	256
002679.png	reject	13.3807	47.3333	512	256
002682.png	reject	16.8925	36.3333	512	256
002687.png	reject	16.3481	34.0000	512	256
002690.png	reject	18.0584	46.0000	512	256
002693.png	reject	10.1571	27.0000	512	256
002694.png	reject	33.7860	56.6667	512	256
