filename	decision	color_mad	color_p95_diff	width	height
000141.png	keep	4.6251	10.6667	512	256
000142.png	reject	17.7840	47.3333	512	256
000143.png	keep	6.8916	16.0000	512	256
000144.png	keep	1.5783	3.3333	512	256
000145.png	keep	7.6818	16.6667	512	256
000146.png	keep	5.6619	10.3333	512	256
000147.png	keep	5.4478	12.3333	512	256
000148.png	keep	6.1567	12.0000	512	256
000149.png	reject	12.0569	42.0000	512	256
000150.png	keep	4.1675	11.6667	512	256
000151.png	keep	5.2870	12.0000	512	256
000152.png	reject	8.4198	26.6667	512	256
000153.png	keep	8.6891	18.0000	512	256
000154.png	reject	12.8454	23.0000	512	256
000155.png	keep	1.2958	3.0000	512	256
000156.png	keep	3.6207	8.0000	512	256
000157.png	keep	6.7771	15.3333	512	256
000158.png	reject	12.3353	26.0000	512	256
000159.png	keep	4.7303	9.3333	512	256
000160.png	keep	2.1947	6.6667	512	256
000161.png	keep	1.2144	2.6667	512	256
000162.png	keep	3.4426	8.6667	512	256
000163.png	keep	5.7234	13.6667	512	256
000164.png	keep	7.0477	12.3333	512	256
000165.png	reject	19.2297	48.3333	512	256
000166.png	keep	5.4500	11.3333	512	256
000167.png	keep	4.4494	9.6667	512	256
000168.png	reject	10.6160	30.0000	512	256
000169.png	reject	11.9297	22.6667	512	256
000170.png	keep	7.4015	18.6667	512	256
000171.png	keep	2.1086	4.3333	512	256
000172.png	keep	5.3950	9.0000	512	256
000173.png	keep	7.9915	14.3333	512	256
000174.png	reject	13.5805	36.3333	512	256
000175.png	keep	3.8970	8.3333	512	256
000176.png	keep	0.9122	1.6667	512	256
000177.png	keep	1.6550	5.0000	512	256
000178.png	keep	4.6233	8.3333	512	256
000179.png	keep	6.9657	11.3333	512	256
000180.png	keep	8.6945	16.0000	512	256
000181.png	keep	6.2256	15.0000	512	256
000182.png	keep	4.7094	10.3333	512	256
000183.png	keep	5.9750	14.0000	512	256
000184.png	reject	6.3687	23.6667	512	256
000185.png	keep	7.9192	19.0000	512	256
000186.png	reject	16.3765	41.0000	512	256
000187.png	keep	1.2345	3.0000	512	256
000188.png	keep	1.3532	2.6667	512	256
000189.png	keep	7.2314	12.3333	512	256
000190.png	keep	7.5538	14.3333	512	256
000191.png	keep	2.3458	5.3333	512	256
000192.png	keep	1.7728	4.0000	512	256
000193.png	keep	1.5904	3.3333	512	256
000194.png	reject	22.8034	37.0000	512	256
000195.png	keep	5.9119	12.3333	512	256
000196.png	keep	6.1890	13.3333	512	256
000197.png	keep	4.9413	10.3333	512	256
000198.png	reject	14.7747	29.6667	512	256
000199.png	keep	4.8058	12.3333	512	256
000200.png	reject	20.1997	53.6667	512	256
000201.png	reject	9.5199	25.6667	512	256
000202.png	reject	13.3673	29.0000	512	256
000203.png	keep	4.9940	9.6667	512	256
000204.png	keep	2.3788	5.3333	512	256
000205.png	reject	14.8782	26.0000	512	256
000206.png	keep	9.6905	16.6667	512	256
000207.png	keep	2.2629	6.3333	512	256
000208.png	keep	1.1236	2.6667	512	256
000209.png	keep	0.9473	2.0000	512	256
000210.png	reject	12.3885	31.0000	512	256
000211.png	keep	6.7445	15.6667	512	256
000212.png	keep	6.6087	18.3333	512	256
000213.png	keep	5.8447	13.0000	512	256
000214.png	keep	3.8477	7.3333	512	256
000215.png	keep	2.9684	7.6667	512	256
000216.png	reject	10.1111	22.6667	512	256
000217.png	reject	20.0136	44.0000	512	256
000218.png	reject	10.7312	24.3333	512	256
000219.png	keep	1.2563	2.6667	512	256
000220.png	keep	8.3665	21.6667	512	256
000221.png	keep	8.8640	15.3333	512	256
000222.png	keep	5.7282	15.0000	512	256
000223.png	keep	2.9536	7.3333	512	256
000224.png	keep	1.6853	4.3333	512	256
000225.png	keep	0.8551	2.0000	512	256
000226.png	reject	6.4945	26.3333	512	256
000227.png	keep	8.8117	16.6667	512	256
000228.png	keep	4.3770	9.6667	512	256
000229.png	reject	13.6951	29.6667	512	256
000230.png	keep	3.0434	7.0000	512	256
000231.png	keep	3.9317	10.3333	512	256
000232.png	keep	4.9997	15.3333	512	256
000233.png	reject	16.8672	41.0000	512	256
000234.png	reject	15.1919	36.3333	512	256
000235.png	keep	1.4952	3.6667	512	256
000236.png	keep	3.8718	9.6667	512	256
000237.png	keep	9.0378	19.6667	512	256
000238.png	keep	7.3605	17.3333	512	256
000239.png	keep	3.6030	9.0000	512	256
000240.png	keep	1.4475	3.0000	512	256
000241.png	keep	1.3875	3.3333	512	256
000242.png	keep	8.3752	21.0000	512	256
000243.png	keep	4.9744	9.6667	512	256
000244.png	keep	2.5261	6.0000	512	256
000245.png	reject	16.4291	38.0000	512	256
000246.png	keep	3.7049	8.3333	512	256
000247.png	keep	5.0352	11.3333	512	256
000248.png	reject	13.0271	27.3333	512	256
000249.png	reject	14.0634	26.0000	512	256
000250.png	reject	13.9380	38.3333	512	256
000251.png	keep	1.3784	3.3333	512	256
000252.png	keep	1.7832	3.3333	512	256
000253.png	reject	13.9254	35.4167	512	256
000254.png	keep	2.4819	6.6667	512	256
000255.png	keep	8.1348	14.0000	512	256
000256.png	keep	1.7294	2.3333	512	256
000257.png	keep	1.0884	2.3333	512	256
000258.png	keep	7.1070	16.0000	512	256
000259.png	keep	6.2761	14.3333	512	256
000260.png	reject	13.9434	27.3333	512	256
000261.png	keep	4.3062	19.3333	512	256
000262.png	keep	4.0917	11.3333	512	256
000263.png	reject	10.5948	17.3333	512	256
000264.png	keep	3.1455	7.0000	512	256
000265.png	reject	13.7767	23.6667	512	256
000266.png	reject	12.9766	30.0000	512	256
000267.png	keep	1.3239	3.0000	512	256
000268.png	keep	1.8963	4.3333	512	256
000269.png	reject	20.8712	43.0000	512	256
000270.png	reject	15.8376	55.3333	512	256
000271.png	keep	1.5113	4.0000	512	256
000272.png	keep	1.7748	3.3333	512	256
000273.png	keep	1.2192	2.6667	512	256
000274.png	keep	5.5210	12.0000	512	256
000275.png	keep	5.6922	13.3333	512	256
000276.png	keep	6.9059	18.3333	512	256
000277.png	keep	8.7763	14.6667	512	256
000278.png	keep	3.8483	7.3333	512	256
000279.png	keep	9.4204	16.6667	512	256
000280.png	keep	8.7985	13.3333	512	256
000281.png	reject	15.1186	37.3333	512	256
000282.png	reject	9.1533	23.3333	512	256
000283.png	keep	2.2271	6.3333	512	256
000284.png	keep	3.3156	6.3333	512	256
000285.png	reject	24.2207	42.3333	512	256
000286.png	reject	15.3950	26.6667	512	256
000287.png	keep	3.3120	9.3333	512	256
000288.png	keep	1.7212	4.3333	512	256
000289.png	keep	0.9617	2.3333	512	256
000290.png	keep	7.7403	16.3333	512	256
000291.png	keep	3.9701	9.0000	512	256
000292.png	keep	5.3495	12.0000	512	256
000293.png	keep	3.5369	8.3333	512	256
000294.png	keep	5.1952	12.0000	512	256
000295.png	reject	9.7973	23.0000	512	256
000296.png	keep	3.7626	7.6667	512	256
000297.png	keep	9.9322	22.0000	512	256
000298.png	reject	10.9794	29.3333	512	256
000299.png	keep	1.9079	5.0000	512	256
000300.png	keep	2.6817	7.6667	512	256
000301.png	reject	11.0334	33.0000	512	256
000302.png	reject	10.4088	28.3333	512	256
000303.png	keep	1.9606	5.3333	512	256
000304.png	keep	1.0795	2.3333	512	256
000305.png	keep	1.7166	4.6667	512	256
000306.png	keep	5.4744	15.0000	512	256
000307.png	keep	9.7749	18.0000	512	256
000308.png	keep	5.3683	10.6667	512	256
000309.png	keep	1.7738	4.6667	512	256
000310.png	keep	3.3541	8.0000	512	256
000311.png	keep	6.3722	14.0000	512	256
000312.png	keep	3.9824	7.0000	512	256
000313.png	keep	9.2064	15.3333	512	256
000314.png	keep	6.6907	14.6667	512	256
000315.png	reject	19.5979	42.3333	512	256
000316.png	keep	2.6347	5.6667	512	256
000317.png	keep	8.5519	18.6667	512	256
000318.png	keep	4.5046	11.6667	512	256
000319.png	keep	2.2517	4.6667	512	256
000320.png	keep	1.3586	3.0000	512	256
000321.png	keep	1.7746	4.6667	512	256
000322.png	reject	13.5387	27.3333	512	256
000323.png	keep	7.4023	12.0000	512	256
000324.png	keep	5.3478	10.6667	512	256
000325.png	reject	10.0209	27.3333	512	256
000326.png	keep	2.9429	6.6667	512	256
000327.png	keep	6.3839	16.6667	512	256
000328.png	keep	3.3477	6.6667	512	256
000329.png	reject	14.3472	27.3333	512	256
000330.png	keep	9.6138	21.0000	512	256
000331.png	keep	2.2132	4.0000	512	256
000332.png	keep	1.9712	4.6667	512	256
000333.png	keep	5.3193	15.3333	512	256
000334.png	keep	6.9992	15.0000	512	256
000335.png	keep	6.1112	13.0000	512	256
000336.png	keep	0.7868	1.6667	512	256
000337.png	keep	2.3620	6.0000	512	256
000338.png	keep	3.8165	9.3333	512	256
000339.png	keep	6.2800	16.0000	512	256
000340.png	keep	2.2790	5.0000	512	256
000341.png	keep	5.4091	11.0000	512	256
000342.png	keep	3.0512	8.3333	512	256
000343.png	keep	4.0747	8.0000	512	256
000344.png	keep	5.6240	16.6667	512	256
000345.png	reject	18.0599	44.3333	512	256
000346.png	reject	28.7762	52.6667	512	256
000347.png	keep	1.7377	4.0000	512	256
000348.png	keep	6.3707	10.3333	512	256
000349.png	reject	10.8684	19.3333	512	256
000350.png	keep	4.2271	13.6667	512	256
000351.png	keep	3.6645	7.3333	512	256
000352.png	keep	1.5706	3.6667	512	256
000353.png	keep	8.2076	13.0000	512	256
000354.png	keep	6.9083	12.6667	512	256
000355.png	keep	5.9453	16.3333	512	256
000356.png	keep	2.6912	6.0000	512	256
000357.png	keep	8.2119	20.3333	512	256
000358.png	keep	2.0486	5.6667	512	256
000359.png	keep	5.0575	10.0000	512	256
000360.png	keep	4.4935	9.6667	512	256
000361.png	reject	11.8391	26.0000	512	256
000362.png	reject	13.3570	28.6667	512	256
000363.png	keep	1.7525	3.6667	512	256
000364.png	keep	5.5427	12.0000	512	256
000365.png	keep	7.3856	13.3333	512	256
000366.png	reject	13.1329	28.0000	512	256
000367.png	keep	5.5425	12.0000	512	256
000368.png	keep	0.7441	1.3333	512	256
000369.png	keep	3.9908	11.3333	512	256
000370.png	keep	5.0225	11.3333	512	256
000371.png	keep	4.0147	8.0000	512	256
000372.png	keep	5.3285	11.3333	512	256
000373.png	keep	8.1505	20.3333	512	256
000374.png	keep	2.5362	5.6667	512	256
000375.png	keep	4.5427	8.3333	512	256
000376.png	keep	6.3502	10.3333	512	256
000377.png	reject	13.2600	33.6667	512	256
000378.png	reject	21.0862	48.0000	512	256
000379.png	keep	1.9148	4.0000	512	256
000380.png	keep	4.4270	14.3333	512	256
000381.png	keep	7.0830	14.6667	512	256
000382.png	keep	6.1184	14.3333	512	256
000383.png	reject	12.3499	20.6667	512	256
000384.png	keep	1.6999	3.0000	512	256
000385.png	keep	1.1362	2.6667	512	256
000386.png	keep	7.1694	12.6667	512	256
000387.png	keep	7.1596	15.0000	512	256
000388.png	keep	2.0070	4.3333	512	256
000389.png	reject	12.7040	40.3333	512	256
000390.png	keep	3.5188	6.6667	512	256
000391.png	keep	3.3960	7.0000	512	256
000392.png	keep	5.2023	10.3333	512	256
000393.png	reject	9.7684	26.0000	512	256
000394.png	reject	17.6788	57.0000	512	256
000395.png	keep	2.3226	5.0000	512	256
000396.png	keep	6.4603	17.3333	512	256
000397.png	keep	8.2808	20.6667	512	256
000398.png	keep	7.2258	15.3333	512	256
000399.png	keep	1.7901	3.0000	512	256
000400.png	keep	0.9314	2.0000	512	256
000401.png	keep	3.3235	5.3333	512	256
000402.png	keep	5.1377	10.3333	512	256
000403.png	keep	8.8239	18.3333	512	256
000404.png	keep	5.2384	15.6667	512	256
000405.png	keep	5.1926	12.0000	512	256
000406.png	keep	2.0410	4.6667	512	256
000407.png	keep	3.9368	10.0000	512	256
000408.png	keep	4.4094	7.6667	512	256
000409.png	reject	10.5544	34.6667	512	256
000410.png	reject	25.7101	46.3333	512	256
000411.png	keep	0.8869	2.3333	512	256
000412.png	reject	12.5417	23.3333	512	256
000413.png	keep	7.5854	16.6667	512	256
000414.png	keep	7.2803	19.6667	512	256
000415.png	keep	2.5292	5.3333	512	256
000416.png	keep	1.8705	5.3333	512	256
000417.png	keep	1.8404	4.0000	512	256
000418.png	keep	7.7602	16.3333	512	256
000419.png	keep	9.5281	19.3333	512	256
000420.png	keep	2.1838	6.3333	512	256
000421.png	keep	3.9160	8.3333	512	256
000422.png	keep	2.1316	4.6667	512	256
000423.png	keep	5.1394	10.6667	512	256
000424.png	keep	3.1824	8.3333	512	256
000425.png	keep	7.2782	15.6667	512	256
000426.png	reject	22.0170	42.3333	512	256
000427.png	keep	2.7734	6.6667	512	256
000428.png	keep	2.8265	6.0000	512	256
000429.png	reject	13.1554	25.3333	512	256
000430.png	reject	14.0315	38.6667	512	256
000431.png	keep	2.2734	6.6667	512	256
000432.png	keep	4.7372	7.3333	512	256
000433.png	keep	1.2107	2.6667	512	256
000434.png	reject	11.4442	27.3333	512	256
000435.png	keep	4.3552	9.6667	512	256
000436.png	keep	3.2417	7.3333	512	256
000437.png	keep	5.9888	12.3333	512	256
000438.png	keep	7.0845	11.6667	512	256
000439.png	keep	6.0116	11.0000	512	256
000440.png	keep	8.1761	16.0000	512	256
000441.png	keep	3.1751	8.0000	512	256
000442.png	keep	9.9870	16.0000	512	256
000443.png	keep	3.1990	10.6667	512	256
000444.png	keep	2.5541	8.6667	512	256
000445.png	reject	12.6923	21.6667	512	256
000446.png	reject	13.5640	26.0000	512	256
000447.png	keep	4.6312	11.3333	512	256
000448.png	keep	5.4159	11.0000	512	256
000449.png	keep	0.9420	2.0000	512	256
000450.png	keep	7.0414	14.3333	512	256
000451.png	keep	6.2557	14.0000	512	256
000452.png	keep	2.0968	5.3333	512	256
000453.png	reject	10.1257	26.6667	512	256
000454.png	keep	9.3314	15.0000	512	256
000455.png	keep	5.0366	10.6667	512	256
000456.png	keep	3.7964	9.0000	512	256
000457.png	reject	21.1322	41.3333	512	256
000458.png	reject	12.6706	39.6667	512	256
000459.png	keep	2.6880	7.0000	512	256
000460.png	keep	4.1902	11.0000	512	256
000461.png	reject	16.9959	38.0000	512	256
000462.png	reject	12.4210	23.6667	512	256
000463.png	keep	2.9807	9.0000	512	256
000464.png	keep	2.6381	8.0000	512	256
000465.png	keep	0.8205	1.6667	512	256
000466.png	keep	7.3394	15.3333	512	256
000467.png	keep	5.8301	15.6667	512	256
000468.png	keep	1.7751	4.0000	512	256
000469.png	keep	5.8919	15.3333	512	256
000470.png	keep	2.9554	10.3333	512	256
000471.png	reject	14.2576	24.6667	512	256
000472.png	keep	3.1215	7.3333	512	256
000473.png	reject	15.9381	34.3333	512	256
000474.png	reject	14.2120	41.6667	512	256
000475.png	keep	1.3099	3.3333	512	256
000476.png	reject	10.5866	22.0000	512	256
000477.png	reject	10.6064	24.3333	512	256
000478.png	keep	6.4342	18.6667	512	256
000479.png	keep	5.0614	16.6667	512	256
000480.png	keep	1.7361	3.6667	512	256
000481.png	keep	0.9760	2.3333	512	256
000482.png	keep	6.0975	13.6667	512	256
000483.png	keep	5.2741	9.0000	512	256
000484.png	keep	2.8046	6.6667	512	256
000485.png	reject	15.4184	31.0000	512	256
000486.png	keep	3.7084	7.3333	512	256
000487.png	keep	2.4053	5.0000	512	256
000488.png	keep	3.0505	6.6667	512	256
000489.png	keep	8.6000	20.0000	512	256
000490.png	reject	17.0900	35.0000	512	256
000491.png	keep	1.5573	3.6667	512	256
000492.png	reject	8.0134	23.3333	512	256
000493.png	reject	12.3439	23.6667	512	256
000494.png	keep	2.6133	6.3333	512	256
000495.png	keep	2.3366	5.6667	512	256
000496.png	keep	1.0865	2.3333	512	256
000497.png	keep	1.3581	3.6667	512	256
000498.png	keep	6.1527	12.6667	512	256
000499.png	keep	4.1245	10.0000	512	256
000500.png	reject	10.8791	32.0000	512	256
000501.png	keep	9.3336	14.0000	512	256
000502.png	keep	4.7566	10.6667	512	256
000503.png	reject	10.8914	20.0000	512	256
000504.png	reject	9.2262	29.0000	512	256
000505.png	reject	9.3873	23.0000	512	256
000506.png	reject	10.2338	28.3333	512	256
000507.png	keep	1.5992	4.0000	512	256
000508.png	keep	2.2042	5.3333	512	256
000509.png	keep	5.6521	13.6667	512	256
000510.png	keep	3.3161	10.0000	512	256
000511.png	keep	1.5714	4.0000	512	256
000512.png	keep	1.3478	3.3333	512	256
000513.png	keep	2.2923	5.3333	512	256
000514.png	keep	4.0356	9.0000	512	256
000515.png	keep	4.1061	8.6667	512	256
000516.png	keep	2.9153	6.0000	512	256
000517.png	keep	5.5069	12.3333	512	256
000518.png	keep	7.3396	13.6667	512	256
000519.png	keep	3.2791	7.6667	512	256
000520.png	keep	3.0762	5.6667	512	256
000521.png	reject	22.6406	48.6667	512	256
000522.png	reject	11.0061	29.3333	512	256
000523.png	keep	1.5772	4.0000	512	256
000524.png	keep	1.7899	4.0000	512	256
000525.png	keep	8.3082	17.6667	512	256
000526.png	keep	4.0389	9.0000	512	256
000527.png	keep	6.6810	17.6667	512	256
000528.png	keep	1.2544	3.0000	512	256
000529.png	keep	0.8787	2.0000	512	256
000530.png	keep	4.1771	9.3333	512	256
000531.png	keep	7.5081	15.6667	512	256
000532.png	keep	1.9153	4.6667	512	256
000533.png	keep	4.9415	9.6667	512	256
000534.png	keep	3.2019	8.0000	512	256
000535.png	keep	2.2491	5.0000	512	256
000536.png	keep	6.4041	22.0000	512	256
000537.png	keep	9.2508	16.3333	512	256
000538.png	reject	10.3184	23.0000	512	256
000539.png	keep	2.0903	5.0000	512	256
000540.png	keep	1.9787	5.3333	512	256
000541.png	reject	16.0916	25.0000	512	256
000542.png	keep	8.4202	20.0000	512	256
000543.png	keep	1.7356	3.3333	512	256
000544.png	keep	0.8264	2.3333	512	256
000545.png	keep	1.9825	4.0000	512	256
000546.png	keep	3.8279	9.6667	512	256
000547.png	keep	9.5529	21.3333	512	256
000548.png	keep	1.4860	3.3333	512	256
000549.png	keep	5.8135	12.3333	512	256
000550.png	keep	5.3483	10.6667	512	256
000551.png	keep	5.2296	11.6667	512	256
000552.png	reject	11.8655	21.6667	512	256
000553.png	reject	15.8654	43.3333	512	256
000554.png	reject	24.5580	53.0000	512	256
000555.png	keep	2.2956	6.0000	512	256
000556.png	keep	2.8252	6.6667	512	256
000557.png	reject	14.2177	28.6667	512	256
000558.png	keep	3.6620	8.0000	512	256
000559.png	keep	1.4455	3.0000	512	256
000560.png	keep	1.1698	2.3333	512	256
000561.png	keep	1.0765	2.6667	512	256
000562.png	keep	9.3347	18.0000	512	256
000563.png	keep	7.2171	15.0000	512	256
000564.png	keep	1.3241	3.3333	512	256
000565.png	keep	5.5376	13.3333	512	256
000566.png	keep	4.4136	9.3333	512	256
000567.png	keep	6.6497	11.3333	512	256
000568.png	keep	3.6250	6.6667	512	256
000569.png	keep	5.2758	12.3333	512	256
000570.png	reject	12.9590	48.0000	512	256
000571.png	keep	1.8538	4.0000	512	256
000572.png	keep	5.5027	18.6667	512	256
000573.png	keep	8.3764	15.6667	512	256
000574.png	keep	3.0616	7.3333	512	256
000575.png	keep	1.2540	2.6667	512	256
000576.png	keep	1.1062	2.0000	512	256
000577.png	keep	0.9866	2.3333	512	256
000578.png	keep	3.4665	8.0000	512	256
000579.png	keep	4.0423	8.3333	512	256
000580.png	keep	5.1730	11.6667	512	256
000581.png	keep	4.5291	9.6667	512	256
000582.png	keep	3.5471	7.0000	512	256
000583.png	keep	6.9743	12.0000	512	256
000584.png	keep	6.5555	13.0000	512	256
000585.png	keep	3.4123	9.3333	512	256
000586.png	reject	8.0686	23.3333	512	256
000587.png	keep	1.6213	3.6667	512	256
000588.png	reject	10.6128	15.3333	512	256
000589.png	reject	21.9324	67.6667	512	256
000590.png	keep	5.1058	11.6667	512	256
000591.png	keep	5.5584	10.0000	512	256
000592.png	keep	1.5256	3.3333	512	256
000593.png	keep	1.6380	3.0000	512	256
000594.png	keep	5.6273	11.6667	512	256
000595.png	keep	5.1444	11.0000	512	256
000596.png	reject	11.6245	19.6667	512	256
000597.png	keep	7.2930	14.6667	512	256
000598.png	reject	11.8424	22.0000	512	256
000599.png	keep	3.9656	7.6667	512	256
000600.png	keep	5.1158	11.3333	512	256
000601.png	keep	4.7194	10.0000	512	256
000602.png	reject	12.2526	33.6667	512	256
000603.png	keep	1.9236	5.3333	512	256
000604.png	keep	1.1447	3.0000	512	256
000605.png	keep	5.8705	13.0000	512	256
000606.png	keep	4.7585	9.6667	512	256
000607.png	keep	2.4246	5.3333	512	256
000608.png	keep	1.5893	3.3333	512	256
000609.png	keep	1.2255	3.0000	512	256
000610.png	keep	4.6767	9.6667	512	256
000611.png	keep	5.7333	12.3333	512	256
000612.png	keep	5.9105	17.3333	512	256
000613.png	keep	3.2881	8.3333	512	256
000614.png	keep	7.7283	13.6667	512	256
000615.png	keep	8.7833	17.6667	512	256
000616.png	keep	2.8643	7.0000	512	256
000617.png	keep	4.6659	12.0000	512	256
000618.png	reject	16.7152	33.0000	512	256
000619.png	keep	1.6750	4.6667	512	256
000620.png	keep	1.3894	3.0000	512	256
000621.png	keep	4.5582	11.0000	512	256
000622.png	reject	13.9965	27.3333	512	256
000623.png	keep	1.9395	5.0000	512	256
000624.png	keep	1.5158	4.0000	512	256
000625.png	keep	1.4645	3.3333	512	256
000626.png	keep	3.6038	7.3333	512	256
000627.png	keep	4.3212	9.0000	512	256
000628.png	keep	1.3341	4.0000	512	256
000629.png	keep	3.5472	7.6667	512	256
000630.png	keep	5.7701	11.0000	512	256
000631.png	keep	4.7529	8.6667	512	256
000632.png	keep	2.5106	5.6667	512	256
000633.png	keep	4.5181	8.3333	512	256
