split	sample_id	status	reason	hr_mean_brightness	hr_bright_ratio	lr_mean_brightness	lr_bright_ratio	hr_path	lr_path
train_64_256	000010	rejected	planet_mean_brightness	248.883408	0.827499	231.452957	0.202148	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000010.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000010.tif
train_64_256	000011	rejected	planet_bright_ratio	218.742386	0.570343	193.594879	0.215820	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000011.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000011.tif
train_64_256	000012	kept	kept	134.974152	0.000351	130.803955	0.000244	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000012.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000012.tif
train_64_256	000013	kept	kept	172.819153	0.000732	166.749023	0.001465	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000013.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000013.tif
train_64_256	000014	kept	kept	182.349060	0.154083	154.020416	0.036865	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000014.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000014.tif
train_64_256	000015	kept	kept	88.322701	0.000000	62.013344	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000015.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000015.tif
train_64_256	000016	kept	kept	48.915031	0.000000	48.662514	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000016.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000016.tif
train_64_256	000017	kept	kept	107.262398	0.000000	73.421875	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000017.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000017.tif
train_64_256	000018	kept	kept	104.420509	0.000000	87.682541	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000018.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000018.tif
train_64_256	000019	kept	kept	171.414413	0.000443	141.038162	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000019.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000019.tif
train_64_256	000020	kept	kept	150.509430	0.188354	114.183914	0.007812	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000020.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000020.tif
train_64_256	000021	kept	kept	156.625214	0.001450	104.869629	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000021.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000021.tif
train_64_256	000022	kept	kept	177.916580	0.023178	139.056641	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000022.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000022.tif
train_64_256	000023	kept	kept	177.187393	0.047943	123.791504	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000023.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000023.tif
train_64_256	000024	kept	kept	188.411926	0.334564	136.584564	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000024.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000024.tif
train_64_256	000025	kept	kept	200.077805	0.108337	157.259186	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000025.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000025.tif
train_64_256	000026	kept	kept	184.183212	0.094589	168.833344	0.027588	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000026.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000026.tif
train_64_256	000027	kept	kept	177.105927	0.172394	150.874756	0.065186	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000027.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000027.tif
train_64_256	000028	kept	kept	146.670929	0.016983	143.828613	0.017090	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000028.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000028.tif
train_64_256	000029	kept	kept	139.948944	0.015106	131.607010	0.002930	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000029.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000029.tif
train_64_256	000030	rejected	planet_bright_ratio	234.159973	0.774170	209.604172	0.141113	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000030.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000030.tif
train_64_256	000031	kept	kept	60.398350	0.009705	49.712891	0.007568	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000031.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000031.tif
train_64_256	000032	kept	kept	185.137253	0.022278	162.487549	0.000244	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000032.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000032.tif
train_64_256	000033	kept	kept	121.050171	0.000000	76.183273	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000033.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000033.tif
train_64_256	000034	kept	kept	139.693756	0.000000	90.506432	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000034.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000034.tif
train_64_256	000035	kept	kept	171.517441	0.000000	132.688721	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000035.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000035.tif
train_64_256	000036	kept	kept	203.251572	0.314819	155.254471	0.002197	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000036.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000036.tif
train_64_256	000037	kept	kept	125.312164	0.000336	84.273193	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000037.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000037.tif
train_64_256	000038	kept	kept	143.444412	0.000366	127.140533	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000038.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000038.tif
train_64_256	000039	kept	kept	208.923477	0.114441	134.805267	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000039.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000039.tif
train_64_256	000040	kept	kept	208.718384	0.212936	149.222168	0.032959	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000040.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000040.tif
train_64_256	000041	kept	kept	224.674210	0.224716	180.086670	0.002686	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000041.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000041.tif
train_64_256	000042	kept	kept	66.383446	0.000000	61.264729	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000042.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000042.tif
train_64_256	000043	kept	kept	179.165878	0.018692	154.372070	0.006348	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000043.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000043.tif
train_64_256	000044	kept	kept	177.769272	0.030090	161.833252	0.007812	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000044.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000044.tif
train_64_256	000045	kept	kept	173.986359	0.108673	161.474518	0.017578	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000045.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000045.tif
train_64_256	000046	kept	kept	184.472610	0.309113	158.611252	0.099609	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000046.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000046.tif
train_64_256	000047	kept	kept	134.285583	0.343872	121.866211	0.329102	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000047.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000047.tif
train_64_256	000048	kept	kept	160.746140	0.000000	152.720703	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000048.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000048.tif
train_64_256	000049	kept	kept	183.126007	0.000076	95.418381	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000049.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000049.tif
train_64_256	000050	kept	kept	98.677704	0.000000	69.379799	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000050.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000050.tif
train_64_256	000051	kept	kept	196.925064	0.083405	162.718506	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000051.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000051.tif
train_64_256	000052	rejected	planet_bright_ratio	204.324188	0.409683	158.552399	0.003662	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000052.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000052.tif
train_64_256	000053	kept	kept	154.963043	0.006714	111.448975	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000053.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000053.tif
train_64_256	000054	kept	kept	96.311920	0.000000	82.634521	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000054.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000054.tif
train_64_256	000055	kept	kept	187.507065	0.201157	136.642090	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000055.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000055.tif
train_64_256	000056	kept	kept	158.629379	0.002090	111.666504	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000056.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000056.tif
train_64_256	000057	rejected	planet_bright_ratio	230.599075	0.507370	201.235687	0.142578	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000057.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000057.tif
train_64_256	000058	rejected	planet_bright_ratio	217.441910	0.605606	200.234222	0.255127	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000058.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000058.tif
train_64_256	000059	kept	kept	148.911041	0.276855	129.277985	0.073242	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000059.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000059.tif
train_64_256	000060	rejected	planet_bright_ratio	224.520477	0.389664	208.463623	0.140625	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000060.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000060.tif
train_64_256	000061	kept	kept	205.676376	0.061371	187.945236	0.050293	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000061.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000061.tif
train_64_256	000062	rejected	planet_bright_ratio	236.103012	0.680801	206.706299	0.206543	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000062.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000062.tif
train_64_256	000063	kept	kept	65.775528	0.000000	53.712807	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000063.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000063.tif
train_64_256	000064	kept	kept	158.126617	0.000000	154.198486	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000064.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000064.tif
train_64_256	000065	kept	kept	123.193810	0.000000	87.953781	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000065.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000065.tif
train_64_256	000066	kept	kept	129.174576	0.000000	81.259445	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000066.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000066.tif
train_64_256	000067	kept	kept	179.721146	0.016983	145.346512	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000067.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000067.tif
train_64_256	000068	kept	kept	165.464600	0.000534	112.635902	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000068.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000068.tif
train_64_256	000069	kept	kept	184.563416	0.217300	149.200439	0.100586	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000069.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000069.tif
train_64_256	000070	kept	kept	180.688538	0.165344	124.522049	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000070.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000070.tif
train_64_256	000071	kept	kept	165.492722	0.012695	108.346359	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000071.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000071.tif
train_64_256	000072	kept	kept	171.389526	0.001221	121.103104	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000072.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000072.tif
train_64_256	000073	kept	kept	188.915985	0.036163	132.607422	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000073.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000073.tif
train_64_256	000074	rejected	planet_bright_ratio	204.267212	0.453705	192.892166	0.266357	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000074.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000074.tif
train_64_256	000075	rejected	planet_bright_ratio	237.515015	0.552597	185.602936	0.156494	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000075.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000075.tif
train_64_256	000076	kept	kept	206.661545	0.133606	191.867035	0.040283	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000076.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000076.tif
train_64_256	000077	kept	kept	198.524414	0.168991	187.840164	0.063721	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000077.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000077.tif
train_64_256	000078	rejected	planet_bright_ratio	238.241318	0.754745	223.621246	0.651367	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000078.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000078.tif
train_64_256	000079	kept	kept	109.783485	0.211639	94.035965	0.196533	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000079.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000079.tif
train_64_256	000080	kept	kept	194.666199	0.120895	183.328522	0.007812	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000080.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000080.tif
train_64_256	000081	kept	kept	102.840279	0.000000	65.020020	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000081.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000081.tif
train_64_256	000082	kept	kept	131.277359	0.002182	96.953049	0.000244	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000082.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000082.tif
train_64_256	000083	kept	kept	166.332596	0.009659	140.683594	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000083.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000083.tif
train_64_256	000084	kept	kept	196.832169	0.022278	138.268402	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000084.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000084.tif
train_64_256	000085	kept	kept	162.559204	0.000000	116.539719	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000085.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000085.tif
train_64_256	000086	kept	kept	155.663986	0.002197	125.181145	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000086.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000086.tif
train_64_256	000087	kept	kept	192.921082	0.146011	129.162674	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000087.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000087.tif
train_64_256	000088	kept	kept	201.287323	0.137848	137.708832	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000088.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000088.tif
train_64_256	000089	kept	kept	151.667587	0.036057	131.851395	0.009766	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000089.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000089.tif
train_64_256	000090	kept	kept	75.472084	0.000000	66.182129	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000090.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000090.tif
train_64_256	000091	kept	kept	177.346664	0.130981	152.672516	0.047607	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000091.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000091.tif
train_64_256	000092	kept	kept	140.987366	0.021515	134.405685	0.014893	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000092.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000092.tif
train_64_256	000093	kept	kept	202.945038	0.231491	185.268143	0.065918	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000093.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000093.tif
train_64_256	000094	rejected	planet_mean_brightness	243.093750	0.805237	232.127441	0.702393	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000094.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000094.tif
train_64_256	000095	kept	kept	71.419006	0.000000	54.963783	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000095.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000095.tif
train_64_256	000096	kept	kept	129.614807	0.000000	125.736816	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000096.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000096.tif
train_64_256	000097	kept	kept	123.148346	0.000000	68.467941	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000097.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000097.tif
train_64_256	000098	kept	kept	145.837814	0.000000	84.219894	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000098.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000098.tif
train_64_256	000099	kept	kept	168.526810	0.000000	136.606537	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000099.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000099.tif
train_64_256	000100	kept	kept	181.980652	0.008591	109.212814	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000100.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000100.tif
train_64_256	000101	kept	kept	160.747437	0.000000	113.951981	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000101.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000101.tif
train_64_256	000102	kept	kept	131.425705	0.000000	79.309082	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000102.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000102.tif
train_64_256	000103	kept	kept	203.100876	0.257172	141.070480	0.001709	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000103.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000103.tif
train_64_256	000104	kept	kept	204.481583	0.158524	153.358887	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000104.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000104.tif
train_64_256	000105	kept	kept	203.942413	0.033752	168.398849	0.002930	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000105.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000105.tif
train_64_256	000106	rejected	planet_bright_ratio	222.627029	0.629974	203.801590	0.287842	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000106.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000106.tif
train_64_256	000107	kept	kept	195.365814	0.005753	167.137787	0.005127	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000107.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000107.tif
train_64_256	000108	kept	kept	118.790710	0.070374	114.590012	0.036621	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000108.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000108.tif
train_64_256	000109	kept	kept	213.589630	0.102005	192.303375	0.033936	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000109.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000109.tif
train_64_256	000110	kept	kept	82.645721	0.000000	62.203777	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000110.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000110.tif
train_64_256	000111	kept	kept	63.899521	0.000000	48.367271	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000111.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000111.tif
train_64_256	000112	kept	kept	135.729050	0.000000	130.821365	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000112.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000112.tif
train_64_256	000113	kept	kept	172.284012	0.000000	71.004562	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000113.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000113.tif
train_64_256	000114	kept	kept	149.865479	0.000839	81.421715	0.000244	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000114.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000114.tif
train_64_256	000115	kept	kept	136.736664	0.000000	111.450851	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000115.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000115.tif
train_64_256	000116	rejected	planet_bright_ratio	232.241013	0.469437	193.501221	0.016357	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000116.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000116.tif
train_64_256	000117	kept	kept	143.779800	0.000000	100.037674	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000117.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000117.tif
train_64_256	000118	kept	kept	134.604095	0.000000	84.524658	0.000000	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/hr_256/000118.tif	make_dataset/fastdiffsr_s2_planet_strict/train_64_256/lr_64/000118.tif
